,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
610,1,1,female,40.00,0,0,153.4625,S,First,woman,FALSE,C,Southampton,yes,TRUE
611,0,3,female,39.00,1,5,31.275,S,Third,woman,FALSE,,Southampton,no,FALSE
612,0,3,male,,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
613,1,3,female,,1,0,15.5,Q,Third,woman,FALSE,,Queenstown,yes,FALSE
614,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
615,0,3,male,35.00,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
616,1,2,female,24.00,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE
617,0,3,male,34.00,1,1,14.4,S,Third,man,TRUE,,Southampton,no,FALSE
618,0,3,female,26.00,1,0,16.1,S,Third,woman,FALSE,,Southampton,no,FALSE
619,1,2,female,4.00,2,1,39,S,Second,child,FALSE,F,Southampton,yes,FALSE
620,0,2,male,26.00,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
621,0,3,male,27.00,1,0,14.4542,C,Third,man,TRUE,,Cherbourg,no,FALSE
622,1,1,male,42.00,1,0,52.5542,S,First,man,TRUE,D,Southampton,yes,FALSE
623,1,3,male,20.00,1,1,15.7417,C,Third,man,TRUE,,Cherbourg,yes,FALSE
624,0,3,male,21.00,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
625,0,3,male,21.00,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE
626,0,1,male,61.00,0,0,32.3208,S,First,man,TRUE,D,Southampton,no,TRUE
627,0,2,male,57.00,0,0,12.35,Q,Second,man,TRUE,,Queenstown,no,TRUE
628,1,1,female,21.00,0,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,TRUE
629,0,3,male,26.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
630,0,3,male,,0,0,7.7333,Q,Third,man,TRUE,,Queenstown,no,TRUE
631,1,1,male,80.00,0,0,30,S,First,man,TRUE,A,Southampton,yes,TRUE
632,0,3,male,51.00,0,0,7.0542,S,Third,man,TRUE,,Southampton,no,TRUE
633,1,1,male,32.00,0,0,30.5,C,First,man,TRUE,B,Cherbourg,yes,TRUE
634,0,1,male,,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
635,0,3,female,9.00,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
636,1,2,female,28.00,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
637,0,3,male,32.00,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
638,0,2,male,31.00,1,1,26.25,S,Second,man,TRUE,,Southampton,no,FALSE
639,0,3,female,41.00,0,5,39.6875,S,Third,woman,FALSE,,Southampton,no,FALSE
640,0,3,male,,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
641,0,3,male,20.00,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
642,1,1,female,24.00,0,0,69.3,C,First,woman,FALSE,B,Cherbourg,yes,TRUE
643,0,3,female,2.00,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
644,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
645,1,3,female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE
646,1,1,male,48.00,1,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,FALSE
647,0,3,male,19.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
648,1,1,male,56.00,0,0,35.5,C,First,man,TRUE,A,Cherbourg,yes,TRUE
649,0,3,male,,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
650,1,3,female,23.00,0,0,7.55,S,Third,woman,FALSE,,Southampton,yes,TRUE
651,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
652,1,2,female,18.00,0,1,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
653,0,3,male,21.00,0,0,8.4333,S,Third,man,TRUE,,Southampton,no,TRUE
654,1,3,female,,0,0,7.8292,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
655,0,3,female,18.00,0,0,6.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
656,0,2,male,24.00,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
657,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
658,0,3,female,32.00,1,1,15.5,Q,Third,woman,FALSE,,Queenstown,no,FALSE
659,0,2,male,23.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
660,0,1,male,58.00,0,2,113.275,C,First,man,TRUE,D,Cherbourg,no,FALSE
661,1,1,male,50.00,2,0,133.65,S,First,man,TRUE,,Southampton,yes,FALSE
662,0,3,male,40.00,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
663,0,1,male,47.00,0,0,25.5875,S,First,man,TRUE,E,Southampton,no,TRUE
664,0,3,male,36.00,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE
665,1,3,male,20.00,1,0,7.925,S,Third,man,TRUE,,Southampton,yes,FALSE
666,0,2,male,32.00,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
667,0,2,male,25.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
668,0,3,male,,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
669,0,3,male,43.00,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
670,1,1,female,,1,0,52,S,First,woman,FALSE,C,Southampton,yes,FALSE
671,1,2,female,40.00,1,1,39,S,Second,woman,FALSE,,Southampton,yes,FALSE
672,0,1,male,31.00,1,0,52,S,First,man,TRUE,B,Southampton,no,FALSE
673,0,2,male,70.00,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
674,1,2,male,31.00,0,0,13,S,Second,man,TRUE,,Southampton,yes,TRUE
675,0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
676,0,3,male,18.00,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
677,0,3,male,24.50,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
678,1,3,female,18.00,0,0,9.8417,S,Third,woman,FALSE,,Southampton,yes,TRUE
679,0,3,female,43.00,1,6,46.9,S,Third,woman,FALSE,,Southampton,no,FALSE
680,1,1,male,36.00,0,1,512.3292,C,First,man,TRUE,B,Cherbourg,yes,FALSE
681,0,3,female,,0,0,8.1375,Q,Third,woman,FALSE,,Queenstown,no,TRUE
682,1,1,male,27.00,0,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,TRUE
683,0,3,male,20.00,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE
684,0,3,male,14.00,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE
685,0,2,male,60.00,1,1,39,S,Second,man,TRUE,,Southampton,no,FALSE
686,0,2,male,25.00,1,2,41.5792,C,Second,man,TRUE,,Cherbourg,no,FALSE
687,0,3,male,14.00,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
688,0,3,male,19.00,0,0,10.1708,S,Third,man,TRUE,,Southampton,no,TRUE
689,0,3,male,18.00,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
690,1,1,female,15.00,0,1,211.3375,S,First,child,FALSE,B,Southampton,yes,FALSE
691,1,1,male,31.00,1,0,57,S,First,man,TRUE,B,Southampton,yes,FALSE
692,1,3,female,4.00,0,1,13.4167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
693,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
694,0,3,male,25.00,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
695,0,1,male,60.00,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE
696,0,2,male,52.00,0,0,13.5,S,Second,man,TRUE,,Southampton,no,TRUE
697,0,3,male,44.00,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
698,1,3,female,,0,0,7.7333,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
699,0,1,male,49.00,1,1,110.8833,C,First,man,TRUE,C,Cherbourg,no,FALSE
700,0,3,male,42.00,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
701,1,1,female,18.00,1,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
702,1,1,male,35.00,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
703,0,3,female,18.00,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE
704,0,3,male,25.00,0,0,7.7417,Q,Third,man,TRUE,,Queenstown,no,TRUE
705,0,3,male,26.00,1,0,7.8542,S,Third,man,TRUE,,Southampton,no,FALSE
706,0,2,male,39.00,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
707,1,2,female,45.00,0,0,13.5,S,Second,woman,FALSE,,Southampton,yes,TRUE
708,1,1,male,42.00,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
709,1,1,female,22.00,0,0,151.55,S,First,woman,FALSE,,Southampton,yes,TRUE
710,1,3,male,,1,1,15.2458,C,Third,man,TRUE,,Cherbourg,yes,FALSE
711,1,1,female,24.00,0,0,49.5042,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
712,0,1,male,,0,0,26.55,S,First,man,TRUE,C,Southampton,no,TRUE
713,1,1,male,48.00,1,0,52,S,First,man,TRUE,C,Southampton,yes,FALSE
714,0,3,male,29.00,0,0,9.4833,S,Third,man,TRUE,,Southampton,no,TRUE
715,0,2,male,52.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
716,0,3,male,19.00,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
717,1,1,female,38.00,0,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
718,1,2,female,27.00,0,0,10.5,S,Second,woman,FALSE,E,Southampton,yes,TRUE
719,0,3,male,,0,0,15.5,Q,Third,man,TRUE,,Queenstown,no,TRUE
720,0,3,male,33.00,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
721,1,2,female,6.00,0,1,33,S,Second,child,FALSE,,Southampton,yes,FALSE
722,0,3,male,17.00,1,0,7.0542,S,Third,man,TRUE,,Southampton,no,FALSE
723,0,2,male,34.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
724,0,2,male,50.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
725,1,1,male,27.00,1,0,53.1,S,First,man,TRUE,E,Southampton,yes,FALSE
726,0,3,male,20.00,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
727,1,2,female,30.00,3,0,21,S,Second,woman,FALSE,,Southampton,yes,FALSE
728,1,3,female,,0,0,7.7375,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
729,0,2,male,25.00,1,0,26,S,Second,man,TRUE,,Southampton,no,FALSE
730,0,3,female,25.00,1,0,7.925,S,Third,woman,FALSE,,Southampton,no,FALSE
731,1,1,female,29.00,0,0,211.3375,S,First,woman,FALSE,B,Southampton,yes,TRUE
732,0,3,male,11.00,0,0,18.7875,C,Third,child,FALSE,,Cherbourg,no,TRUE
733,0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
734,0,2,male,23.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
735,0,2,male,23.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
736,0,3,male,28.50,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE
737,0,3,female,48.00,1,3,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE
738,1,1,male,35.00,0,0,512.3292,C,First,man,TRUE,B,Cherbourg,yes,TRUE
739,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
740,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
741,1,1,male,,0,0,30,S,First,man,TRUE,D,Southampton,yes,TRUE
742,0,1,male,36.00,1,0,78.85,S,First,man,TRUE,C,Southampton,no,FALSE
743,1,1,female,21.00,2,2,262.375,C,First,woman,FALSE,B,Cherbourg,yes,FALSE
744,0,3,male,24.00,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
745,1,3,male,31.00,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
746,0,1,male,70.00,1,1,71,S,First,man,TRUE,B,Southampton,no,FALSE
747,0,3,male,16.00,1,1,20.25,S,Third,man,TRUE,,Southampton,no,FALSE
748,1,2,female,30.00,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
749,0,1,male,19.00,1,0,53.1,S,First,man,TRUE,D,Southampton,no,FALSE
750,0,3,male,31.00,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
751,1,2,female,4.00,1,1,23,S,Second,child,FALSE,,Southampton,yes,FALSE
752,1,3,male,6.00,0,1,12.475,S,Third,child,FALSE,E,Southampton,yes,FALSE
753,0,3,male,33.00,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
754,0,3,male,23.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
755,1,2,female,48.00,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE
756,1,2,male,0.67,1,1,14.5,S,Second,child,FALSE,,Southampton,yes,FALSE
757,0,3,male,28.00,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
758,0,2,male,18.00,0,0,11.5,S,Second,man,TRUE,,Southampton,no,TRUE
759,0,3,male,34.00,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
760,1,1,female,33.00,0,0,86.5,S,First,woman,FALSE,B,Southampton,yes,TRUE
761,0,3,male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE
762,0,3,male,41.00,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE
763,1,3,male,20.00,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,yes,TRUE
764,1,1,female,36.00,1,2,120,S,First,woman,FALSE,B,Southampton,yes,FALSE
765,0,3,male,16.00,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
766,1,1,female,51.00,1,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,FALSE
767,0,1,male,,0,0,39.6,C,First,man,TRUE,,Cherbourg,no,TRUE
768,0,3,female,30.50,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
769,0,3,male,,1,0,24.15,Q,Third,man,TRUE,,Queenstown,no,FALSE
770,0,3,male,32.00,0,0,8.3625,S,Third,man,TRUE,,Southampton,no,TRUE
771,0,3,male,24.00,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
772,0,3,male,48.00,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
773,0,2,female,57.00,0,0,10.5,S,Second,woman,FALSE,E,Southampton,no,TRUE
774,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
775,1,2,female,54.00,1,3,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
776,0,3,male,18.00,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE
777,0,3,male,,0,0,7.75,Q,Third,man,TRUE,F,Queenstown,no,TRUE
778,1,3,female,5.00,0,0,12.475,S,Third,child,FALSE,,Southampton,yes,TRUE
779,0,3,male,,0,0,7.7375,Q,Third,man,TRUE,,Queenstown,no,TRUE
780,1,1,female,43.00,0,1,211.3375,S,First,woman,FALSE,B,Southampton,yes,FALSE
781,1,3,female,13.00,0,0,7.2292,C,Third,child,FALSE,,Cherbourg,yes,TRUE
782,1,1,female,17.00,1,0,57,S,First,woman,FALSE,B,Southampton,yes,FALSE
783,0,1,male,29.00,0,0,30,S,First,man,TRUE,D,Southampton,no,TRUE
784,0,3,male,,1,2,23.45,S,Third,man,TRUE,,Southampton,no,FALSE
785,0,3,male,25.00,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
786,0,3,male,25.00,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
787,1,3,female,18.00,0,0,7.4958,S,Third,woman,FALSE,,Southampton,yes,TRUE
788,0,3,male,8.00,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE
789,1,3,male,1.00,1,2,20.575,S,Third,child,FALSE,,Southampton,yes,FALSE
790,0,1,male,46.00,0,0,79.2,C,First,man,TRUE,B,Cherbourg,no,TRUE
791,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
792,0,2,male,16.00,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
793,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
794,0,1,male,,0,0,30.6958,C,First,man,TRUE,,Cherbourg,no,TRUE
795,0,3,male,25.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
796,0,2,male,39.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
797,1,1,female,49.00,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
798,1,3,female,31.00,0,0,8.6833,S,Third,woman,FALSE,,Southampton,yes,TRUE
799,0,3,male,30.00,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
800,0,3,female,30.00,1,1,24.15,S,Third,woman,FALSE,,Southampton,no,FALSE
801,0,2,male,34.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
802,1,2,female,31.00,1,1,26.25,S,Second,woman,FALSE,,Southampton,yes,FALSE
803,1,1,male,11.00,1,2,120,S,First,child,FALSE,B,Southampton,yes,FALSE
804,1,3,male,0.42,0,1,8.5167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
805,1,3,male,27.00,0,0,6.975,S,Third,man,TRUE,,Southampton,yes,TRUE
806,0,3,male,31.00,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
807,0,1,male,39.00,0,0,0,S,First,man,TRUE,A,Southampton,no,TRUE
808,0,3,female,18.00,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE
809,0,2,male,39.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
810,1,1,female,33.00,1,0,53.1,S,First,woman,FALSE,E,Southampton,yes,FALSE
811,0,3,male,26.00,0,0,7.8875,S,Third,man,TRUE,,Southampton,no,TRUE
812,0,3,male,39.00,0,0,24.15,S,Third,man,TRUE,,Southampton,no,TRUE
813,0,2,male,35.00,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
814,0,3,female,6.00,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
815,0,3,male,30.50,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
816,0,1,male,,0,0,0,S,First,man,TRUE,B,Southampton,no,TRUE
817,0,3,female,23.00,0,0,7.925,S,Third,woman,FALSE,,Southampton,no,TRUE
818,0,2,male,31.00,1,1,37.0042,C,Second,man,TRUE,,Cherbourg,no,FALSE
819,0,3,male,43.00,0,0,6.45,S,Third,man,TRUE,,Southampton,no,TRUE
820,0,3,male,10.00,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
821,1,1,female,52.00,1,1,93.5,S,First,woman,FALSE,B,Southampton,yes,FALSE
822,1,3,male,27.00,0,0,8.6625,S,Third,man,TRUE,,Southampton,yes,TRUE
823,0,1,male,38.00,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
824,1,3,female,27.00,0,1,12.475,S,Third,woman,FALSE,E,Southampton,yes,FALSE
825,0,3,male,2.00,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
826,0,3,male,,0,0,6.95,Q,Third,man,TRUE,,Queenstown,no,TRUE
827,0,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,no,TRUE
828,1,2,male,1.00,0,2,37.0042,C,Second,child,FALSE,,Cherbourg,yes,FALSE
829,1,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE
830,1,1,female,62.00,0,0,80,,First,woman,FALSE,B,,yes,TRUE
831,1,3,female,15.00,1,0,14.4542,C,Third,child,FALSE,,Cherbourg,yes,FALSE
832,1,2,male,0.83,1,1,18.75,S,Second,child,FALSE,,Southampton,yes,FALSE
833,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
834,0,3,male,23.00,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
835,0,3,male,18.00,0,0,8.3,S,Third,man,TRUE,,Southampton,no,TRUE
836,1,1,female,39.00,1,1,83.1583,C,First,woman,FALSE,E,Cherbourg,yes,FALSE
837,0,3,male,21.00,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
838,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
839,1,3,male,32.00,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
840,1,1,male,,0,0,29.7,C,First,man,TRUE,C,Cherbourg,yes,TRUE
841,0,3,male,20.00,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
842,0,2,male,16.00,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
843,1,1,female,30.00,0,0,31,C,First,woman,FALSE,,Cherbourg,yes,TRUE
844,0,3,male,34.50,0,0,6.4375,C,Third,man,TRUE,,Cherbourg,no,TRUE
845,0,3,male,17.00,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
846,0,3,male,42.00,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
847,0,3,male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE
848,0,3,male,35.00,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE
849,0,2,male,28.00,0,1,33,S,Second,man,TRUE,,Southampton,no,FALSE
850,1,1,female,,1,0,89.1042,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
851,0,3,male,4.00,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
852,0,3,male,74.00,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
853,0,3,female,9.00,1,1,15.2458,C,Third,child,FALSE,,Cherbourg,no,FALSE
854,1,1,female,16.00,0,1,39.4,S,First,woman,FALSE,D,Southampton,yes,FALSE
855,0,2,female,44.00,1,0,26,S,Second,woman,FALSE,,Southampton,no,FALSE
856,1,3,female,18.00,0,1,9.35,S,Third,woman,FALSE,,Southampton,yes,FALSE
857,1,1,female,45.00,1,1,164.8667,S,First,woman,FALSE,,Southampton,yes,FALSE
858,1,1,male,51.00,0,0,26.55,S,First,man,TRUE,E,Southampton,yes,TRUE
859,1,3,female,24.00,0,3,19.2583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE
860,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
861,0,3,male,41.00,2,0,14.1083,S,Third,man,TRUE,,Southampton,no,FALSE
862,0,2,male,21.00,1,0,11.5,S,Second,man,TRUE,,Southampton,no,FALSE
863,1,1,female,48.00,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
864,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
865,0,2,male,24.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
866,1,2,female,42.00,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
867,1,2,female,27.00,1,0,13.8583,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
868,0,1,male,31.00,0,0,50.4958,S,First,man,TRUE,A,Southampton,no,TRUE
869,0,3,male,,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
870,1,3,male,4.00,1,1,11.1333,S,Third,child,FALSE,,Southampton,yes,FALSE
871,0,3,male,26.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
872,1,1,female,47.00,1,1,52.5542,S,First,woman,FALSE,D,Southampton,yes,FALSE
873,0,1,male,33.00,0,0,5,S,First,man,TRUE,B,Southampton,no,TRUE
874,0,3,male,47.00,0,0,9,S,Third,man,TRUE,,Southampton,no,TRUE
875,1,2,female,28.00,1,0,24,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
876,1,3,female,15.00,0,0,7.225,C,Third,child,FALSE,,Cherbourg,yes,TRUE
877,0,3,male,20.00,0,0,9.8458,S,Third,man,TRUE,,Southampton,no,TRUE
878,0,3,male,19.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
879,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
880,1,1,female,56.00,0,1,83.1583,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
881,1,2,female,25.00,0,1,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
882,0,3,male,33.00,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
883,0,3,female,22.00,0,0,10.5167,S,Third,woman,FALSE,,Southampton,no,TRUE
884,0,2,male,28.00,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
885,0,3,male,25.00,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
886,0,3,female,39.00,0,5,29.125,Q,Third,woman,FALSE,,Queenstown,no,FALSE
887,0,2,male,27.00,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
888,1,1,female,19.00,0,0,30,S,First,woman,FALSE,B,Southampton,yes,TRUE
889,0,3,female,,1,2,23.45,S,Third,woman,FALSE,,Southampton,no,FALSE
890,1,1,male,26.00,0,0,30,C,First,man,TRUE,C,Cherbourg,yes,TRUE
891,0,3,male,32.00,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
